time,proto,data_len,ip_src,ip_dst,src_port,dst_port
1499254968627599,17,87,192.168.10.3,192.168.10.17,53,21959
1499254968627846,6,1575,192.168.10.17,192.168.10.3,46126,88
1499254968627892,6,1575,192.168.10.17,192.168.10.3,46126,88
1499254968628730,6,1576,192.168.10.3,192.168.10.17,88,46126
1499254968628776,6,1576,192.168.10.3,192.168.10.17,88,46126
1499254968628900,6,6,192.168.10.3,192.168.10.17,88,46126
1499254968628901,6,6,192.168.10.3,192.168.10.17,88,46126
1499254968628938,17,59,192.168.10.17,192.168.10.3,50664,53
1499254968628941,17,59,192.168.10.17,192.168.10.3,50664,53
1499254968629097,17,120,192.168.10.3,192.168.10.17,53,50664
1499254968629100,17,120,192.168.10.3,192.168.10.17,53,50664
1499254968629644,6,1313,192.168.10.17,192.168.10.3,49456,389
1499254968629648,6,1313,192.168.10.17,192.168.10.3,49456,389
1499254968630132,6,160,192.168.10.3,192.168.10.17,389,49456
1499254968630136,6,160,192.168.10.3,192.168.10.17,389,49456
1499254968630437,6,22,192.168.10.17,192.168.10.3,49456,389
1499254968630440,6,22,192.168.10.17,192.168.10.3,49456,389
1499254968630528,6,74,192.168.10.3,192.168.10.17,389,49456
1499254968630532,6,74,192.168.10.3,192.168.10.17,389,49456
1499254968630737,6,24,192.168.10.3,192.168.10.17,389,49456
1499254968630756,6,74,192.168.10.17,192.168.10.3,49456,389
1499254968630757,6,74,192.168.10.17,192.168.10.3,49456,389
1499254968630784,6,24,192.168.10.3,192.168.10.17,389,49456
1499254968630897,6,127,192.168.10.17,192.168.10.3,49456,389
1499254968630945,6,127,192.168.10.17,192.168.10.3,49456,389
1499254968631130,6,162,192.168.10.3,192.168.10.17,389,49456
1499254968631134,6,162,192.168.10.3,192.168.10.17,389,49456
1499254968631307,6,129,192.168.10.17,192.168.10.3,49456,389
1499254968631310,6,129,192.168.10.17,192.168.10.3,49456,389
1499254968631456,6,214,192.168.10.3,192.168.10.17,389,49456
1499254968631459,6,214,192.168.10.3,192.168.10.17,389,49456
1499254968674627,6,277,192.168.10.14,40.83.143.209,49461,443
1499254968674723,6,1440,192.168.10.14,40.83.143.209,49461,443
1499254968674774,6,3109,192.168.10.14,40.83.143.209,49461,443
1499254968761188,6,6,40.83.143.209,192.168.10.14,443,49461
1499254968761591,6,6,40.83.143.209,192.168.10.14,443,49461
1499254968788524,6,323,192.168.10.15,13.107.4.50,49451,80
1499254968806287,6,245,192.168.10.17,192.168.10.3,49456,389
1499254968806291,6,245,192.168.10.17,192.168.10.3,49456,389
1499254968806384,17,37,192.168.10.17,192.168.10.3,35580,53
1499254968806387,17,37,192.168.10.17,192.168.10.3,35580,53
1499254968806520,6,316,192.168.10.3,192.168.10.17,389,49456
1499254968806522,17,37,192.168.10.3,192.168.10.17,53,35580
1499254968806523,6,316,192.168.10.3,192.168.10.17,389,49456
1499254968806570,17,37,192.168.10.3,192.168.10.17,53,35580
1499254968806573,17,37,192.168.10.17,192.168.10.3,35580,53
1499254968806622,17,37,192.168.10.17,192.168.10.3,35580,53
1499254968806693,17,37,192.168.10.3,192.168.10.17,53,35580
1499254968806742,17,37,192.168.10.3,192.168.10.17,53,35580
1499254968810820,6,6,13.107.4.50,192.168.10.15,80,49451
1499254968812343,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254968812567,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254968812616,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254968812676,6,6,192.168.10.15,13.107.4.50,49451,80
1499254968812738,6,6,192.168.10.15,13.107.4.50,49451,80
1499254968812811,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254968813078,6,2073,13.107.4.50,192.168.10.15,80,49451
1499254968813136,6,6,192.168.10.15,13.107.4.50,49451,80
1499254968858419,17,56,192.168.10.19,38.126.113.10,123,123
1499254968858450,17,56,192.168.10.19,132.163.4.101,123,123
1499254968858493,17,56,192.168.10.19,138.236.128.36,123,123
1499254968858519,17,56,192.168.10.19,192.154.108.74,123,123
1499254968900530,17,56,138.236.128.36,192.168.10.19,123,123
1499254968919432,17,56,132.163.4.101,192.168.10.19,123,123
1499254968927108,17,56,192.154.108.74,192.168.10.19,123,123
1499254968946097,17,56,38.126.113.10,192.168.10.19,123,123
1499254968964291,17,56,192.168.10.17,192.168.10.3,123,123
1499254968964294,17,56,192.168.10.17,192.168.10.3,123,123
1499254968964348,17,56,192.168.10.3,192.168.10.17,123,123
1499254968964352,17,56,192.168.10.3,192.168.10.17,123,123
1499254968988382,17,32,192.168.10.17,192.168.10.3,12993,53
1499254968988385,17,32,192.168.10.17,192.168.10.3,12993,53
1499254968988386,17,32,192.168.10.17,192.168.10.3,47153,53
1499254968988387,17,32,192.168.10.17,192.168.10.3,47153,53
1499254968988540,17,32,192.168.10.3,192.168.10.17,53,12993
1499254968988544,17,32,192.168.10.3,192.168.10.17,53,12993
1499254968988545,17,32,192.168.10.3,192.168.10.17,53,47153
1499254968988546,17,32,192.168.10.3,192.168.10.17,53,47153
1499254968988664,17,32,192.168.10.17,192.168.10.3,34433,53
1499254968988665,17,32,192.168.10.17,192.168.10.3,34433,53
1499254968988705,17,32,192.168.10.17,192.168.10.3,61345,53
1499254968988706,17,32,192.168.10.17,192.168.10.3,61345,53
1499254968988808,17,32,192.168.10.3,192.168.10.17,53,34433
1499254968988809,17,32,192.168.10.3,192.168.10.17,53,34433
1499254968988853,17,32,192.168.10.3,192.168.10.17,53,61345
1499254968988854,17,32,192.168.10.3,192.168.10.17,53,61345
1499254968989237,17,47,192.168.10.17,192.168.10.3,27665,53
1499254968989240,17,47,192.168.10.17,192.168.10.3,27665,53
1499254968989241,17,47,192.168.10.17,192.168.10.3,13985,53
1499254968989242,17,47,192.168.10.17,192.168.10.3,13985,53
1499254968989398,17,58,192.168.10.3,192.168.10.1,62528,53
1499254968989449,17,102,192.168.10.3,192.168.10.17,53,13985
1499254968989452,17,102,192.168.10.3,192.168.10.17,53,13985
1499254969020381,17,122,192.168.10.1,192.168.10.3,53,62528
1499254969020628,17,111,192.168.10.3,192.168.10.17,53,27665
1499254969020631,17,111,192.168.10.3,192.168.10.17,53,27665
1499254969020992,17,47,192.168.10.17,192.168.10.3,3830,53
1499254969020995,17,47,192.168.10.17,192.168.10.3,3830,53
1499254969020996,17,47,192.168.10.17,192.168.10.3,52825,53
1499254969020997,17,47,192.168.10.17,192.168.10.3,52825,53
1499254969021189,17,58,192.168.10.3,192.168.10.1,62435,53
1499254969021212,17,102,192.168.10.3,192.168.10.17,53,52825
1499254969021215,17,102,192.168.10.3,192.168.10.17,53,52825
1499254969044142,6,309,40.83.143.209,192.168.10.14,443,49461
1499254969087713,17,122,192.168.10.1,192.168.10.3,53,62435
1499254969087952,17,111,192.168.10.3,192.168.10.17,53,3830
1499254969087955,17,111,192.168.10.3,192.168.10.17,53,3830
1499254969088268,17,47,192.168.10.17,192.168.10.3,16704,53
1499254969088271,17,47,192.168.10.17,192.168.10.3,16704,53
1499254969088272,17,47,192.168.10.17,192.168.10.3,30038,53
1499254969088273,17,47,192.168.10.17,192.168.10.3,30038,53
1499254969088456,17,111,192.168.10.3,192.168.10.17,53,16704
1499254969088459,17,111,192.168.10.3,192.168.10.17,53,16704
1499254969088523,17,159,192.168.10.3,192.168.10.17,53,30038
1499254969088524,17,159,192.168.10.3,192.168.10.17,53,30038
1499254969088869,17,47,192.168.10.17,192.168.10.3,18383,53
1499254969088872,17,47,192.168.10.17,192.168.10.3,18383,53
1499254969088873,17,47,192.168.10.17,192.168.10.3,51814,53
1499254969088874,17,47,192.168.10.17,192.168.10.3,51814,53
1499254969089055,17,111,192.168.10.3,192.168.10.17,53,18383
1499254969089059,17,111,192.168.10.3,192.168.10.17,53,18383
1499254969089073,17,102,192.168.10.3,192.168.10.17,53,51814
1499254969089074,17,102,192.168.10.3,192.168.10.17,53,51814
1499254969089370,17,40,192.168.10.17,192.168.10.3,50101,53
1499254969089373,17,40,192.168.10.17,192.168.10.3,50101,53
1499254969089374,17,40,192.168.10.17,192.168.10.3,63379,53
1499254969089375,17,40,192.168.10.17,192.168.10.3,63379,53
1499254969089556,17,51,192.168.10.3,192.168.10.1,61125,53
1499254969089577,17,96,192.168.10.3,192.168.10.17,53,63379
1499254969089580,17,96,192.168.10.3,192.168.10.17,53,63379
1499254969091061,6,6,192.168.10.14,40.83.143.209,49461,443
1499254969112977,17,99,192.168.10.1,192.168.10.3,53,61125
1499254969113185,17,88,192.168.10.3,192.168.10.17,53,50101
1499254969113189,17,88,192.168.10.3,192.168.10.17,53,50101
1499254969114394,17,48,192.168.10.17,192.168.10.3,41339,53
1499254969114398,17,48,192.168.10.17,192.168.10.3,41339,53
1499254969114551,17,98,192.168.10.3,192.168.10.17,53,41339
1499254969114555,17,98,192.168.10.3,192.168.10.17,53,41339
1499254969114920,6,79,192.168.10.17,192.168.10.3,49460,389
1499254969114969,6,79,192.168.10.17,192.168.10.3,49460,389
1499254969115018,6,163,192.168.10.3,192.168.10.17,389,49460
1499254969115019,6,163,192.168.10.3,192.168.10.17,389,49460
1499254969115166,6,7,192.168.10.17,192.168.10.3,49460,389
1499254969115166,6,7,192.168.10.17,192.168.10.3,49460,389
1499254969115217,6,6,192.168.10.3,192.168.10.17,389,49460
1499254969115217,6,6,192.168.10.3,192.168.10.17,389,49460
1499254969115246,17,77,192.168.10.17,192.168.10.3,47112,53
1499254969115250,17,77,192.168.10.17,192.168.10.3,47112,53
1499254969115406,17,127,192.168.10.3,192.168.10.17,53,47112
1499254969115409,17,127,192.168.10.3,192.168.10.17,53,47112
1499254969115571,17,46,192.168.10.17,192.168.10.3,47556,53
1499254969115574,17,46,192.168.10.17,192.168.10.3,47556,53
1499254969115797,17,96,192.168.10.3,192.168.10.17,53,47556
1499254969115800,17,96,192.168.10.3,192.168.10.17,53,47556
1499254969116049,6,260,192.168.10.17,192.168.10.3,38610,3268
1499254969116051,6,260,192.168.10.17,192.168.10.3,38610,3268
1499254969116212,6,1448,192.168.10.3,192.168.10.17,3268,38610
1499254969116263,6,3069,192.168.10.3,192.168.10.17,3268,38610
1499254969116266,6,1621,192.168.10.3,192.168.10.17,3268,38610
1499254969119813,17,52,192.168.10.17,192.168.10.3,24429,53
1499254969119859,17,52,192.168.10.17,192.168.10.3,24429,53
1499254969119992,17,102,192.168.10.3,192.168.10.17,53,24429
1499254969119995,17,102,192.168.10.3,192.168.10.17,53,24429
1499254969120167,17,52,192.168.10.17,192.168.10.3,61768,53
1499254969120216,17,52,192.168.10.17,192.168.10.3,61768,53
1499254969120350,17,102,192.168.10.3,192.168.10.17,53,61768
1499254969120354,17,102,192.168.10.3,192.168.10.17,53,61768
1499254969120924,17,40,192.168.10.17,192.168.10.3,49361,53
1499254969120927,17,40,192.168.10.17,192.168.10.3,49361,53
1499254969120928,17,40,192.168.10.17,192.168.10.3,22950,53
1499254969120929,17,40,192.168.10.17,192.168.10.3,22950,53
1499254969121086,17,56,192.168.10.3,192.168.10.17,53,49361
1499254969121090,17,56,192.168.10.3,192.168.10.17,53,49361
1499254969121103,17,87,192.168.10.3,192.168.10.17,53,22950
1499254969121104,17,87,192.168.10.3,192.168.10.17,53,22950
1499254969121208,17,184,192.168.10.17,192.168.10.3,40641,88
1499254969121210,17,184,192.168.10.17,192.168.10.3,40641,88
1499254969121585,17,187,192.168.10.3,192.168.10.17,88,40641
1499254969121589,17,187,192.168.10.3,192.168.10.17,88,40641
1499254969121745,17,59,192.168.10.17,192.168.10.3,6768,53
1499254969121749,17,59,192.168.10.17,192.168.10.3,6768,53
1499254969121908,17,120,192.168.10.3,192.168.10.17,53,6768
1499254969121911,17,120,192.168.10.3,192.168.10.17,53,6768
1499254969122201,17,52,192.168.10.17,192.168.10.3,58521,53
1499254969122204,17,52,192.168.10.17,192.168.10.3,58521,53
1499254969122355,17,102,192.168.10.3,192.168.10.17,53,58521
1499254969122358,17,102,192.168.10.3,192.168.10.17,53,58521
1499254969122527,17,52,192.168.10.17,192.168.10.3,24180,53
1499254969122530,17,52,192.168.10.17,192.168.10.3,24180,53
1499254969122683,17,102,192.168.10.3,192.168.10.17,53,24180
1499254969122686,17,102,192.168.10.3,192.168.10.17,53,24180
1499254969122899,17,40,192.168.10.17,192.168.10.3,27374,53
1499254969122902,17,40,192.168.10.17,192.168.10.3,27374,53
1499254969122903,17,40,192.168.10.17,192.168.10.3,45523,53
1499254969122904,17,40,192.168.10.17,192.168.10.3,45523,53
1499254969123063,17,56,192.168.10.3,192.168.10.17,53,27374
1499254969123066,17,56,192.168.10.3,192.168.10.17,53,27374
1499254969123080,17,87,192.168.10.3,192.168.10.17,53,45523
1499254969123081,17,87,192.168.10.3,192.168.10.17,53,45523
1499254969123168,17,258,192.168.10.17,192.168.10.3,42001,88
1499254969123170,17,258,192.168.10.17,192.168.10.3,42001,88
1499254969123830,17,1438,192.168.10.3,192.168.10.17,88,42001
1499254969123833,17,1438,192.168.10.3,192.168.10.17,88,42001
1499254969123973,17,59,192.168.10.17,192.168.10.3,55124,53
1499254969123976,17,59,192.168.10.17,192.168.10.3,55124,53
1499254969124087,17,120,192.168.10.3,192.168.10.17,53,55124
1499254969124273,17,120,192.168.10.3,192.168.10.17,53,55124
1499254969125370,17,52,192.168.10.17,192.168.10.3,60603,53
1499254969125374,17,52,192.168.10.17,192.168.10.3,60603,53
1499254969125522,17,102,192.168.10.3,192.168.10.17,53,60603
1499254969125525,17,102,192.168.10.3,192.168.10.17,53,60603
1499254969125706,17,52,192.168.10.17,192.168.10.3,20449,53
1499254969125709,17,52,192.168.10.17,192.168.10.3,20449,53
1499254969125864,17,102,192.168.10.3,192.168.10.17,53,20449
1499254969125867,17,102,192.168.10.3,192.168.10.17,53,20449
1499254969126088,17,40,192.168.10.17,192.168.10.3,44681,53
1499254969126091,17,40,192.168.10.17,192.168.10.3,44681,53
1499254969126092,17,40,192.168.10.17,192.168.10.3,4273,53
1499254969126093,17,40,192.168.10.17,192.168.10.3,4273,53
1499254969126254,17,56,192.168.10.3,192.168.10.17,53,44681
1499254969126258,17,56,192.168.10.3,192.168.10.17,53,44681
1499254969126272,17,87,192.168.10.3,192.168.10.17,53,4273
1499254969126273,17,87,192.168.10.3,192.168.10.17,53,4273
1499254969126489,17,40,192.168.10.17,192.168.10.3,41413,53
1499254969126492,17,40,192.168.10.17,192.168.10.3,41413,53
1499254969126493,17,40,192.168.10.17,192.168.10.3,57311,53
1499254969126494,17,40,192.168.10.17,192.168.10.3,57311,53
1499254969126633,17,56,192.168.10.3,192.168.10.17,53,41413
1499254969126635,17,56,192.168.10.3,192.168.10.17,53,41413
1499254969126664,17,87,192.168.10.3,192.168.10.17,53,57311
1499254969126665,17,87,192.168.10.3,192.168.10.17,53,57311
1499254969126913,6,1575,192.168.10.17,192.168.10.3,46131,88
1499254969126959,6,1575,192.168.10.17,192.168.10.3,46131,88
1499254969127803,6,1576,192.168.10.3,192.168.10.17,88,46131
1499254969127808,6,1576,192.168.10.3,192.168.10.17,88,46131
1499254969127953,6,6,192.168.10.3,192.168.10.17,88,46131
1499254969127954,6,6,192.168.10.3,192.168.10.17,88,46131
1499254969127986,17,59,192.168.10.17,192.168.10.3,24052,53
1499254969127989,17,59,192.168.10.17,192.168.10.3,24052,53
1499254969128110,17,120,192.168.10.3,192.168.10.17,53,24052
1499254969128112,17,120,192.168.10.3,192.168.10.17,53,24052
1499254969128668,6,1313,192.168.10.17,192.168.10.3,38610,3268
1499254969128672,6,1313,192.168.10.17,192.168.10.3,38610,3268
1499254969129152,6,160,192.168.10.3,192.168.10.17,3268,38610
1499254969129155,6,160,192.168.10.3,192.168.10.17,3268,38610
1499254969129472,6,22,192.168.10.17,192.168.10.3,38610,3268
1499254969129475,6,22,192.168.10.17,192.168.10.3,38610,3268
1499254969129538,6,74,192.168.10.3,192.168.10.17,3268,38610
1499254969129587,6,74,192.168.10.3,192.168.10.17,3268,38610
1499254969129783,6,24,192.168.10.3,192.168.10.17,3268,38610
1499254969129788,6,74,192.168.10.17,192.168.10.3,38610,3268
1499254969129790,6,74,192.168.10.17,192.168.10.3,38610,3268
1499254969129829,6,24,192.168.10.3,192.168.10.17,3268,38610
1499254969129981,6,387,192.168.10.17,192.168.10.3,38610,3268
1499254969130029,6,387,192.168.10.17,192.168.10.3,38610,3268
1499254969130250,6,72,192.168.10.3,192.168.10.17,3268,38610
1499254969130253,6,72,192.168.10.3,192.168.10.17,3268,38610
1499254969130545,6,387,192.168.10.17,192.168.10.3,49456,389
1499254969130548,6,387,192.168.10.17,192.168.10.3,49456,389
1499254969130785,6,316,192.168.10.3,192.168.10.17,389,49456
1499254969130788,6,316,192.168.10.3,192.168.10.17,389,49456
1499254969358936,6,277,192.168.10.14,40.83.143.209,49460,443
1499254969359058,6,1440,192.168.10.14,40.83.143.209,49460,443
1499254969359109,6,3157,192.168.10.14,40.83.143.209,49460,443
1499254969445460,6,6,40.83.143.209,192.168.10.14,443,49460
1499254969445937,6,6,40.83.143.209,192.168.10.14,443,49460
1499254969655663,6,869,40.83.143.209,192.168.10.14,443,49460
1499254969706480,6,6,192.168.10.14,40.83.143.209,49460,443
1499254969793037,6,277,192.168.10.14,40.83.143.209,49461,443
1499254969793135,6,1440,192.168.10.14,40.83.143.209,49461,443
1499254969793185,6,1989,192.168.10.14,40.83.143.209,49461,443
1499254969858525,17,56,192.168.10.19,91.189.89.198,123,123
1499254969858526,17,56,192.168.10.19,104.131.53.252,123,123
1499254969858530,17,56,192.168.10.19,158.69.223.100,123,123
1499254969858562,17,56,192.168.10.19,128.100.100.128,123,123
1499254969875180,17,56,158.69.223.100,192.168.10.19,123,123
1499254969879763,6,6,40.83.143.209,192.168.10.14,443,49461
1499254969879764,6,6,40.83.143.209,192.168.10.14,443,49461
1499254969881236,17,56,128.100.100.128,192.168.10.19,123,123
1499254969882553,17,56,104.131.53.252,192.168.10.19,123,123
1499254969952910,17,56,91.189.89.198,192.168.10.19,123,123
1499254969980958,17,56,192.168.10.17,192.168.10.3,123,123
1499254969980962,17,56,192.168.10.17,192.168.10.3,123,123
1499254969981025,17,56,192.168.10.3,192.168.10.17,123,123
1499254969981028,17,56,192.168.10.3,192.168.10.17,123,123
1499254970184070,6,309,40.83.143.209,192.168.10.14,443,49461
1499254970230990,6,6,192.168.10.14,40.83.143.209,49461,443
1499254970389679,6,277,192.168.10.14,40.83.143.209,49460,443
1499254970389762,6,1440,192.168.10.14,40.83.143.209,49460,443
1499254970389810,6,1925,192.168.10.14,40.83.143.209,49460,443
1499254970391877,17,53,192.168.10.19,224.0.0.251,5353,5353
1499254970391882,17,53,192.168.10.19,224.0.0.251,5353,5353
1499254970391884,17,53,192.168.10.19,224.0.0.251,5353,5353
1499254970391886,17,53,192.168.10.19,224.0.0.251,5353,5353
1499254970391887,17,53,192.168.10.19,224.0.0.251,5353,5353
1499254970391888,17,53,192.168.10.19,224.0.0.251,5353,5353
1499254970391890,17,53,192.168.10.19,224.0.0.251,5353,5353
1499254970391891,17,53,192.168.10.19,224.0.0.251,5353,5353
1499254970391893,17,53,192.168.10.19,224.0.0.251,5353,5353
1499254970391895,17,53,192.168.10.19,224.0.0.251,5353,5353
1499254970391896,17,53,192.168.10.19,224.0.0.251,5353,5353
1499254970476446,6,6,40.83.143.209,192.168.10.14,443,49460
1499254970476449,6,6,40.83.143.209,192.168.10.14,443,49460
1499254970580014,6,6,192.168.10.8,192.168.10.3,49183,135
1499254970580015,6,6,192.168.10.8,192.168.10.3,49183,135
1499254970580063,6,160,192.168.10.8,192.168.10.3,49183,135
1499254970580064,6,160,192.168.10.8,192.168.10.3,49183,135
1499254970580169,6,108,192.168.10.3,192.168.10.8,135,49183
1499254970580218,6,108,192.168.10.3,192.168.10.8,135,49183
1499254970580273,6,168,192.168.10.8,192.168.10.3,49183,135
1499254970580321,6,168,192.168.10.8,192.168.10.3,49183,135
1499254970580427,6,172,192.168.10.3,192.168.10.8,135,49183
1499254970580476,6,172,192.168.10.3,192.168.10.8,135,49183
1499254970580827,6,6,192.168.10.8,192.168.10.3,49184,49666
1499254970580828,6,6,192.168.10.8,192.168.10.3,49184,49666
1499254970580876,6,221,192.168.10.8,192.168.10.3,49184,49666
1499254970580878,6,221,192.168.10.8,192.168.10.3,49184,49666
1499254970580952,6,128,192.168.10.3,192.168.10.8,49666,49184
1499254970581000,6,128,192.168.10.3,192.168.10.8,49666,49184
1499254970581077,6,224,192.168.10.8,192.168.10.3,49184,49666
1499254970581126,6,224,192.168.10.8,192.168.10.3,49184,49666
1499254970581345,6,328,192.168.10.3,192.168.10.8,49666,49184
1499254970581393,6,328,192.168.10.3,192.168.10.8,49666,49184
1499254970773465,6,6,192.168.10.8,192.168.10.3,49183,135
1499254970773514,6,6,192.168.10.8,192.168.10.3,49183,135
1499254970784076,6,6,192.168.10.8,192.168.10.3,49184,49666
1499254970784079,6,6,192.168.10.8,192.168.10.3,49184,49666
1499254970850852,6,324,192.168.10.15,13.107.4.50,49451,80
1499254970858408,17,56,192.168.10.19,38.126.113.10,123,123
1499254970858415,17,56,192.168.10.19,138.236.128.36,123,123
1499254970858414,17,56,192.168.10.19,132.163.4.101,123,123
1499254970858445,17,56,192.168.10.19,192.154.108.74,123,123
1499254970873221,6,6,13.107.4.50,192.168.10.15,80,49451
1499254970875262,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254970875516,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254970875564,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254970875577,6,6,192.168.10.15,13.107.4.50,49451,80
1499254970875762,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254970875787,6,6,192.168.10.15,13.107.4.50,49451,80
1499254970875854,6,6,192.168.10.15,13.107.4.50,49451,80
1499254970875956,6,2920,13.107.4.50,192.168.10.15,80,49451
1499254970876069,6,6,192.168.10.15,13.107.4.50,49451,80
1499254970876147,6,1639,13.107.4.50,192.168.10.15,80,49451
1499254970879650,6,869,40.83.143.209,192.168.10.14,443,49460
1499254970900662,17,56,138.236.128.36,192.168.10.19,123,123
1499254970919296,17,56,132.163.4.101,192.168.10.19,123,123
1499254970926563,6,6,192.168.10.14,40.83.143.209,49460,443
1499254970927020,17,56,192.154.108.74,192.168.10.19,123,123
1499254970946029,17,56,38.126.113.10,192.168.10.19,123,123
1499254970981642,17,56,192.168.10.17,209.133.217.165,123,123
1499254971014647,6,277,192.168.10.14,40.83.143.209,49461,443
1499254971014724,6,1440,192.168.10.14,40.83.143.209,49461,443
1499254971014773,6,1781,192.168.10.14,40.83.143.209,49461,443
1499254971048513,17,56,209.133.217.165,192.168.10.17,123,123
1499254971101387,6,6,40.83.143.209,192.168.10.14,443,49461
1499254971101390,6,6,40.83.143.209,192.168.10.14,443,49461
1499254971305356,6,869,40.83.143.209,192.168.10.14,443,49461
1499254971361534,6,6,192.168.10.14,40.83.143.209,49461,443
1499254971368775,6,277,192.168.10.14,40.83.143.209,49460,443
1499254971368874,6,1440,192.168.10.14,40.83.143.209,49460,443
1499254971368924,6,1637,192.168.10.14,40.83.143.209,49460,443
1499254971455595,6,6,40.83.143.209,192.168.10.14,443,49460
1499254971455596,6,6,40.83.143.209,192.168.10.14,443,49460
1499254971605992,6,402,192.168.10.16,192.168.10.3,34938,3268
1499254971606040,6,402,192.168.10.16,192.168.10.3,34938,3268
1499254971606272,6,72,192.168.10.3,192.168.10.16,3268,34938
1499254971606276,6,72,192.168.10.3,192.168.10.16,3268,34938
1499254971606752,6,402,192.168.10.16,192.168.10.3,53856,389
1499254971606755,6,402,192.168.10.16,192.168.10.3,53856,389
1499254971606967,6,316,192.168.10.3,192.168.10.16,389,53856
1499254971607015,6,316,192.168.10.3,192.168.10.16,389,53856
1499254971757957,6,869,40.83.143.209,192.168.10.14,443,49460
1499254971774739,17,53,192.168.10.16,224.0.0.251,5353,5353
1499254971774743,17,53,192.168.10.16,224.0.0.251,5353,5353
1499254971774745,17,53,192.168.10.16,224.0.0.251,5353,5353
1499254971774746,17,53,192.168.10.16,224.0.0.251,5353,5353
1499254971774748,17,53,192.168.10.16,224.0.0.251,5353,5353
1499254971774749,17,53,192.168.10.16,224.0.0.251,5353,5353
1499254971774750,17,53,192.168.10.16,224.0.0.251,5353,5353
1499254971774751,17,53,192.168.10.16,224.0.0.251,5353,5353
1499254971774753,17,53,192.168.10.16,224.0.0.251,5353,5353
1499254971774754,17,53,192.168.10.16,224.0.0.251,5353,5353
1499254971774755,17,53,192.168.10.16,224.0.0.251,5353,5353
1499254971804879,6,6,192.168.10.14,40.83.143.209,49460,443
1499254971823825,6,277,192.168.10.14,40.83.143.209,49461,443
1499254971823902,6,1440,192.168.10.14,40.83.143.209,49461,443
1499254971823951,6,1685,192.168.10.14,40.83.143.209,49461,443
1499254971858415,17,56,192.168.10.19,128.100.100.128,123,123
1499254971858442,17,56,192.168.10.19,104.131.53.252,123,123
1499254971880844,17,56,128.100.100.128,192.168.10.19,123,123
1499254971881775,6,324,192.168.10.15,13.107.4.50,49451,80
1499254971882208,17,56,104.131.53.252,192.168.10.19,123,123
1499254971904647,6,6,13.107.4.50,192.168.10.15,80,49451
1499254971906165,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254971906420,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254971906468,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254971906481,6,6,192.168.10.15,13.107.4.50,49451,80
1499254971906665,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254971906689,6,6,192.168.10.15,13.107.4.50,49451,80
1499254971906856,6,1460,13.107.4.50,192.168.10.15,80,49451
1499254971906973,6,6,192.168.10.15,13.107.4.50,49451,80
1499254971907050,6,2641,13.107.4.50,192.168.10.15,80,49451
1499254971910310,6,6,40.83.143.209,192.168.10.14,443,49461
1499254971910865,6,6,40.83.143.209,192.168.10.14,443,49461
1499254971980936,17,56,192.168.10.17,198.55.111.50,123,123
1499254972074890,17,56,198.55.111.50,192.168.10.17,123,123
1499254972177516,6,869,40.83.143.209,192.168.10.14,443,49461
1499254972246769,6,6,192.168.10.14,40.83.143.209,49461,443
1499254972264457,17,26,192.168.10.16,192.168.10.255,8612,8612
1499254972264465,17,26,192.168.10.16,192.168.10.255,8612,8610
1499254972264466,17,26,192.168.10.16,192.168.10.255,8612,8612
1499254972264467,17,26,192.168.10.16,192.168.10.255,8612,8612
1499254972264469,17,26,192.168.10.16,192.168.10.255,8612,8612
1499254972264470,17,26,192.168.10.16,192.168.10.255,8612,8612
1499254972264472,17,26,192.168.10.16,192.168.10.255,8612,8612
1499254972264473,17,26,192.168.10.16,192.168.10.255,8612,8612
1499254972264475,17,26,192.168.10.16,192.168.10.255,8612,8612
1499254972264476,17,26,192.168.10.16,192.168.10.255,8612,8612
1499254972264477,17,26,192.168.10.16,192.168.10.255,8612,8612
1499254972264479,17,26,192.168.10.16,192.168.10.255,8612,8612
1499254972264480,17,26,192.168.10.16,192.168.10.255,8612,8610
1499254972264481,17,26,192.168.10.16,192.168.10.255,8612,8610
1499254972264482,17,26,192.168.10.16,192.168.10.255,8612,8610
1499254972264484,17,26,192.168.10.16,192.168.10.255,8612,8610
1499254972264485,17,26,192.168.10.16,192.168.10.255,8612,8610
1499254972264486,17,26,192.168.10.16,192.168.10.255,8612,8610
1499254972264488,17,26,192.168.10.16,192.168.10.255,8612,8610
1499254972264489,17,26,192.168.10.16,192.168.10.255,8612,8610
1499254972264490,17,26,192.168.10.16,192.168.10.255,8612,8610
1499254972264491,17,26,192.168.10.16,192.168.10.255,8612,8610
1499254972274556,17,26,192.168.10.16,192.168.10.255,8612,8612
1499254972274562,17,26,192.168.10.16,192.168.10.255,8612,8610
1499254972274564,17,26,192.168.10.16,192.168.10.255,8612,8612
